eo_number,title,date,president,url,status
14292,Executive Order 14292—Improving the Safety and Security of Biological Research,2025-05-05,Donald J. Trump (2nd Term),https://www.presidency.ucsb.edu/documents/executive-order-14292-improving-the-safety-and-security-biological-research,ok
14293,Executive Order 14293—Regulatory Relief To Promote Domestic Production of Critical Medicines,2025-05-05,Donald J. Trump (2nd Term),https://www.presidency.ucsb.edu/documents/executive-order-14293-regulatory-relief-promote-domestic-production-critical-medicines,ok
14291,Executive Order 14291—Establishment of the Religious Liberty Commission,2025-05-01,Donald J. Trump (2nd Term),https://www.presidency.ucsb.edu/documents/executive-order-14291-establishment-the-religious-liberty-commission,ok
14290,Executive Order 14290—Ending Taxpayer Subsidization of Biased Media,2025-05-01,Donald J. Trump (2nd Term),https://www.presidency.ucsb.edu/documents/executive-order-14290-ending-taxpayer-subsidization-biased-media,ok
14289,Executive Order 14289—Addressing Certain Tariffs on Imported Articles,2025-04-29,Donald J. Trump (2nd Term),https://www.presidency.ucsb.edu/documents/executive-order-14289-addressing-certain-tariffs-imported-articles,ok
14286,Executive Order 14286—Enforcing Commonsense Rules of the Road for America's Truck Drivers,2025-04-28,Donald J. Trump (2nd Term),https://www.presidency.ucsb.edu/documents/executive-order-14286-enforcing-commonsense-rules-the-road-for-americas-truck-drivers,ok
14287,Executive Order 14287—Protecting American Communities From Criminal Aliens,2025-04-28,Donald J. Trump (2nd Term),https://www.presidency.ucsb.edu/documents/executive-order-14287-protecting-american-communities-from-criminal-aliens,ok
14288,Executive Order 14288—Strengthening and Unleashing America's Law Enforcement To Pursue Criminals and Protect Innocent Citizens,2025-04-28,Donald J. Trump (2nd Term),https://www.presidency.ucsb.edu/documents/executive-order-14288-strengthening-and-unleashing-americas-law-enforcement-pursue,ok
14284,Executive Order 14284—Strengthening Probationary Periods in the Federal Service,2025-04-24,Donald J. Trump (2nd Term),https://www.presidency.ucsb.edu/documents/executive-order-14284-strengthening-probationary-periods-the-federal-service,ok
14285,Executive Order 14285—Unleashing America's Offshore Critical Minerals and Resources,2025-04-24,Donald J. Trump (2nd Term),https://www.presidency.ucsb.edu/documents/executive-order-14285-unleashing-americas-offshore-critical-minerals-and-resources,ok
14280,Executive Order 14280—Reinstating Common Sense School Discipline Policies,2025-04-23,Donald J. Trump (2nd Term),https://www.presidency.ucsb.edu/documents/executive-order-14280-reinstating-common-sense-school-discipline-policies,ok
14278,Executive Order 14278—Preparing Americans for High-Paying Skilled Trade Jobs of the Future,2025-04-23,Donald J. Trump (2nd Term),https://www.presidency.ucsb.edu/documents/executive-order-14278-preparing-americans-for-high-paying-skilled-trade-jobs-the-future,ok
14283,Executive Order 14283—White House Initiative To Promote Excellence and Innovation at Historically Black Colleges and Universities,2025-04-23,Donald J. Trump (2nd Term),https://www.presidency.ucsb.edu/documents/executive-order-14283-white-house-initiative-promote-excellence-and-innovation,ok
14279,Executive Order 14279—Reforming Accreditation To Strengthen Higher Education,2025-04-23,Donald J. Trump (2nd Term),https://www.presidency.ucsb.edu/documents/executive-order-14279-reforming-accreditation-strengthen-higher-education,ok
14282,Executive Order 14282—Transparency Regarding Foreign Influence at American Universities,2025-04-23,Donald J. Trump (2nd Term),https://www.presidency.ucsb.edu/documents/executive-order-14282-transparency-regarding-foreign-influence-american-universities,ok
14281,Executive Order 14281—Restoring Equality of Opportunity and Meritocracy,2025-04-23,Donald J. Trump (2nd Term),https://www.presidency.ucsb.edu/documents/executive-order-14281-restoring-equality-opportunity-and-meritocracy,ok
14277,Executive Order 14277—Advancing Artificial Intelligence Education for American Youth,2025-04-23,Donald J. Trump (2nd Term),https://www.presidency.ucsb.edu/documents/executive-order-14277-advancing-artificial-intelligence-education-for-american-youth,ok
14276,Executive Order 14276—Restoring American Seafood Competitiveness,2025-04-17,Donald J. Trump (2nd Term),https://www.presidency.ucsb.edu/documents/executive-order-14276-restoring-american-seafood-competitiveness,ok
14274,Executive Order 14274—Restoring Common Sense to Federal Office Space Management,2025-04-15,Donald J. Trump (2nd Term),https://www.presidency.ucsb.edu/documents/executive-order-14274-restoring-common-sense-federal-office-space-management,ok
14273,Executive Order 14273—Lowering Drug Prices by Once Again Putting Americans First,2025-04-15,Donald J. Trump (2nd Term),https://www.presidency.ucsb.edu/documents/executive-order-14273-lowering-drug-prices-once-again-putting-americans-first,ok
14272,Executive Order 14272—Ensuring National Security and Economic Resilience Through Section 232 Actions on Processed Critical Minerals and Derivative Products,2025-04-15,Donald J. Trump (2nd Term),https://www.presidency.ucsb.edu/documents/executive-order-14272-ensuring-national-security-and-economic-resilience-through-section,ok
14271,"Executive Order 14271—Ensuring Commercial, Cost-Effective Solutions in Federal Contracts",2025-04-15,Donald J. Trump (2nd Term),https://www.presidency.ucsb.edu/documents/executive-order-14271-ensuring-commercial-cost-effective-solutions-federal-contracts,ok
14275,Executive Order 14275—Restoring Common Sense to Federal Procurement,2025-04-15,Donald J. Trump (2nd Term),https://www.presidency.ucsb.edu/documents/executive-order-14275-restoring-common-sense-federal-procurement,ok
14264,Executive Order 14264—Maintaining Acceptable Water Pressure in Showerheads,2025-04-09,Donald J. Trump (2nd Term),https://www.presidency.ucsb.edu/documents/executive-order-14264-maintaining-acceptable-water-pressure-showerheads,ok
14269,Executive Order 14269—Restoring America's Maritime Dominance,2025-04-09,Donald J. Trump (2nd Term),https://www.presidency.ucsb.edu/documents/executive-order-14269-restoring-americas-maritime-dominance,ok
14265,Executive Order 14265—Modernizing Defense Acquisitions and Spurring Innovation in the Defense Industrial Base,2025-04-09,Donald J. Trump (2nd Term),https://www.presidency.ucsb.edu/documents/executive-order-14265-modernizing-defense-acquisitions-and-spurring-innovation-the-defense,ok
14266,Executive Order 14266—Modifying Reciprocal Tariff Rates To Reflect Trading Partner Retaliation and Alignment,2025-04-09,Donald J. Trump (2nd Term),https://www.presidency.ucsb.edu/documents/executive-order-14266-modifying-reciprocal-tariff-rates-reflect-trading-partner,ok
14270,Executive Order 14270—Zero-Based Regulatory Budgeting To Unleash American Energy,2025-04-09,Donald J. Trump (2nd Term),https://www.presidency.ucsb.edu/documents/executive-order-14270-zero-based-regulatory-budgeting-unleash-american-energy,ok
14263,Executive Order 14263—Addressing Risks From Susman Godfrey,2025-04-09,Donald J. Trump (2nd Term),https://www.presidency.ucsb.edu/documents/executive-order-14263-addressing-risks-from-susman-godfrey,ok
14268,Executive Order 14268—Reforming Foreign Defense Sales To Improve Speed and Accountability,2025-04-09,Donald J. Trump (2nd Term),https://www.presidency.ucsb.edu/documents/executive-order-14268-reforming-foreign-defense-sales-improve-speed-and-accountability,ok
14267,Executive Order 14267—Reducing Anti-Competitive Regulatory Barriers,2025-04-09,Donald J. Trump (2nd Term),https://www.presidency.ucsb.edu/documents/executive-order-14267-reducing-anti-competitive-regulatory-barriers,ok
14262,Executive Order 14262—Strengthening the Reliability and Security of the United States Electric Grid,2025-04-08,Donald J. Trump (2nd Term),https://www.presidency.ucsb.edu/documents/executive-order-14262-strengthening-the-reliability-and-security-the-united-states,ok
14260,Executive Order 14260—Protecting American Energy From State Overreach,2025-04-08,Donald J. Trump (2nd Term),https://www.presidency.ucsb.edu/documents/executive-order-14260-protecting-american-energy-from-state-overreach,ok
14261,Executive Order 14261—Reinvigorating America's Beautiful Clean Coal Industry and Amending Executive Order 14241,2025-04-08,Donald J. Trump (2nd Term),https://www.presidency.ucsb.edu/documents/executive-order-14261-reinvigorating-americas-beautiful-clean-coal-industry-and-amending,ok
14259,Executive Order 14259—Amendment to Reciprocal Tariffs and Updated Duties as Applied to Low-Value Imports From the People's Republic of China,2025-04-08,Donald J. Trump (2nd Term),https://www.presidency.ucsb.edu/documents/executive-order-14259-amendment-reciprocal-tariffs-and-updated-duties-applied-low-value,ok
14258,Executive Order 14258—Extending the TikTok Enforcement Delay,2025-04-04,Donald J. Trump (2nd Term),https://www.presidency.ucsb.edu/documents/executive-order-14258-extending-the-tiktok-enforcement-delay,ok
14256,Executive Order 14256—Further Amendment to Duties Addressing the Synthetic Opioid Supply Chain in the People's Republic of China as Applied to Low-Value Imports,2025-04-02,Donald J. Trump (2nd Term),https://www.presidency.ucsb.edu/documents/executive-order-14256-further-amendment-duties-addressing-the-synthetic-opioid-supply,ok
14257,Executive Order 14257—Regulating Imports With a Reciprocal Tariff To Rectify Trade Practices That Contribute to Large and Persistent Annual United States Goods Trade Deficits,2025-04-02,Donald J. Trump (2nd Term),https://www.presidency.ucsb.edu/documents/executive-order-14257-regulating-imports-with-reciprocal-tariff-rectify-trade-practices,ok
14255,Executive Order 14255—Establishing the United States Investment Accelerator,2025-03-31,Donald J. Trump (2nd Term),https://www.presidency.ucsb.edu/documents/executive-order-14255-establishing-the-united-states-investment-accelerator,ok
Executive Order 1425,Executive Order 14254—Combating Unfair Practices in the Live Entertainment Market,,,https://www.presidency.ucsb.edu/documents/executive-order-14254-combating-unfair-practices-the-live-entertainment-market,"error: HTTPSConnectionPool(host='www.presidency.ucsb.edu', port=443): Read timed out. (read timeout=30)"
14252,Executive Order 14252—Making the District of Columbia Safe and Beautiful,2025-03-27,Donald J. Trump (2nd Term),https://www.presidency.ucsb.edu/documents/executive-order-14252-making-the-district-columbia-safe-and-beautiful,ok
14253,Executive Order 14253—Restoring Truth and Sanity to American History,2025-03-27,Donald J. Trump (2nd Term),https://www.presidency.ucsb.edu/documents/executive-order-14253-restoring-truth-and-sanity-american-history,ok
14250,Executive Order 14250—Addressing Risks From WilmerHale,2025-03-27,Donald J. Trump (2nd Term),https://www.presidency.ucsb.edu/documents/executive-order-14250-addressing-risks-from-wilmerhale,ok
14251,Executive Order 14251—Exclusions From Federal Labor-Management Relations Programs,2025-03-27,Donald J. Trump (2nd Term),https://www.presidency.ucsb.edu/documents/executive-order-14251-exclusions-from-federal-labor-management-relations-programs,ok
14246,Executive Order 14246—Addressing Risks From Jenner & Block,2025-03-25,Donald J. Trump (2nd Term),https://www.presidency.ucsb.edu/documents/executive-order-14246-addressing-risks-from-jenner-block,ok
14248,Executive Order 14248—Preserving and Protecting the Integrity of American Elections,2025-03-25,Donald J. Trump (2nd Term),https://www.presidency.ucsb.edu/documents/executive-order-14248-preserving-and-protecting-the-integrity-american-elections,ok
14247,Executive Order 14247—Modernizing Payments to and From America's Bank Account,2025-03-25,Donald J. Trump (2nd Term),https://www.presidency.ucsb.edu/documents/executive-order-14247-modernizing-payments-and-from-americas-bank-account,ok
14249,"Executive Order 14249—Protecting America's Bank Account Against Fraud, Waste, and Abuse",2025-03-25,Donald J. Trump (2nd Term),https://www.presidency.ucsb.edu/documents/executive-order-14249-protecting-americas-bank-account-against-fraud-waste-and-abuse,ok
